order_id,order_date,Month Name,region,salesperson,category,product,quantity,unit_price,sales_amount,discount,profit,profit_margin_percent,payment_mode
3971,11-04-2025,April,East,Sneha,Electronics,Tablet,9,24780,223020,43929.92,-1789.64,-0.8,UPI
3972,13-01-2026,January,East,Rahul,Office Supplies,Pen Set,11,64943,714373,127702.06,4364.39,0.61,UPI
3973,18-09-2025,September,West,Arjun,Appliances,Air Conditioner,11,59929,659219,32745.78,177256.36,26.89,Card
3974,05-02-2026,February,Central,Sneha,Furniture,Chair,15,19719,295785,16779.69,50830.72,17.19,UPI
3975,19-10-2025,October,Central,Priya,Furniture,Cabinet,1,28251,28251,171.99,9355.66,33.12,Net Banking
3976,15-12-2025,December,South,Rahul,Furniture,Desk,10,33353,333530,29547.26,100698.23,30.19,Net Banking
3977,23-06-2025,June,South,Priya,Appliances,Refrigerator,4,59916,239664,45897.86,30462.57,12.71,Cash
3978,21-07-2025,July,South,Meera,Appliances,Refrigerator,11,55366,609026,49533.41,99374.51,16.32,Cash
3979,10-03-2026,March,West,Sneha,Appliances,Air Conditioner,2,34607,69214,4949.68,22467.38,32.46,Net Banking
3980,16-04-2026,April,North,Anjali,Electronics,Monitor,2,18298,36596,253.15,14409.94,39.38,UPI
3981,13-04-2026,April,Central,Meera,Office Supplies,Envelope,2,557,1114,118.44,261.33,23.46,Card
3982,01-10-2025,October,South,Sneha,Office Supplies,Notebook,14,25536,357504,14588.38,123508.24,34.55,Card
3983,01-05-2025,May,East,Vikram,Appliances,Microwave,10,60233,602330,25925.66,223102.64,37.04,UPI
3984,27-12-2025,December,East,Neha,Furniture,Table,6,29534,177204,4524.03,38733.01,21.86,Cash
3985,05-07-2025,July,Central,Vikram,Furniture,Bookshelf,2,19434,38868,5852.09,7408.69,19.06,Net Banking
3986,02-01-2025,January,East,Neha,Appliances,Microwave,2,6992,13984,601.51,3249.88,23.24,Card
3987,19-10-2025,October,West,Rahul,Furniture,Desk,8,37497,299976,11265.73,44594.22,14.87,Net Banking
3988,30-07-2025,July,East,Sneha,Appliances,Microwave,12,31961,383532,35330.32,134904.81,35.17,Card
3989,26-03-2025,March,East,Rohit,Office Supplies,Envelope,3,7702,23106,4179.95,3831.55,16.58,UPI
3990,28-01-2026,January,Central,Kiran,Electronics,Mouse,2,46196,92392,6259.49,26332.25,28.5,Net Banking
3991,16-05-2026,May,Central,Kiran,Furniture,Bookshelf,10,47412,474120,29335.54,146797.51,30.96,Card
3992,07-05-2026,May,West,Rohit,Office Supplies,Envelope,11,13119,144309,12391.71,39977.77,27.7,UPI
3993,17-03-2026,March,Central,Anjali,Furniture,Bookshelf,7,41533,290731,57362.16,34290.94,11.79,Card
3994,04-06-2025,June,South,Rohit,Electronics,Laptop,8,59389,475112,59757.64,128252.59,26.99,Net Banking
3995,04-06-2025,June,West,Kiran,Office Supplies,Pen Set,15,32215,483225,70956.66,30670.6,6.35,UPI
3996,28-09-2025,September,Central,Sneha,Appliances,Washing Machine,7,22548,157836,12439.81,55288.14,35.03,Cash
3997,02-06-2025,June,West,Anjali,Furniture,Cabinet,12,22324,267888,7212.58,111687.34,41.69,Net Banking
3998,13-04-2026,April,Central,Priya,Office Supplies,Pen Set,2,57157,114314,5971.03,23132.6,20.24,Net Banking
3999,25-12-2025,December,North,Vikram,Appliances,Mixer,5,21335,106675,18740.31,26871.49,25.19,UPI
4000,04-12-2025,December,South,Rohit,Furniture,Sofa,5,43605,218025,2912.24,52882.53,24.26,Cash
4001,17-04-2025,April,Central,Arjun,Office Supplies,Marker,3,37732,113196,19827.7,4892.6,4.32,UPI
4002,21-04-2025,April,West,Sneha,Electronics,Mouse,9,3523,31707,3740.23,2043.95,6.45,Cash
4003,23-05-2026,May,West,Arjun,Office Supplies,Pen Set,14,58892,824488,32271.78,225917.17,27.4,Card
4004,30-10-2025,October,East,Arjun,Appliances,Microwave,2,70098,140196,11381.01,35446.81,25.28,Card
4005,05-03-2025,March,South,Kiran,Electronics,Phone,3,61639,184917,16129.07,40184.72,21.73,Cash
4006,12-03-2025,March,South,Rahul,Electronics,Monitor,9,5513,49617,3371.32,17913.67,36.1,Cash
4007,31-10-2025,October,West,Vikram,Furniture,Chair,6,70228,421368,63378.23,89450.57,21.23,Net Banking
4008,30-04-2025,April,South,Rahul,Furniture,Desk,14,77614,1086596,67194.76,409411.05,37.68,Cash
4009,02-02-2026,February,South,Vikram,Appliances,Washing Machine,12,10887,130644,11112.8,17838.93,13.65,Card
4010,23-04-2026,April,South,Neha,Appliances,Refrigerator,4,62981,251924,8490.86,46148.22,18.32,Cash
4011,06-08-2025,August,East,Kiran,Appliances,Air Conditioner,4,69406,277624,4196.64,50585.33,18.22,Card
4012,26-04-2025,April,West,Anjali,Appliances,Microwave,14,48891,684474,129865.47,58928.04,8.61,Net Banking
4013,16-04-2025,April,East,Neha,Office Supplies,Envelope,1,32668,32668,4051.03,9275.02,28.39,UPI
4014,27-10-2025,October,North,Priya,Office Supplies,Notebook,10,72722,727220,87599.93,80853.49,11.12,Cash
4015,14-08-2025,August,East,Meera,Furniture,Bookshelf,6,1147,6882,195.75,2463.38,35.79,Net Banking
4016,24-05-2026,May,South,Meera,Electronics,Keyboard,10,34476,344760,44718.32,57854.33,16.78,Cash
4017,22-02-2026,February,West,Meera,Office Supplies,Pen Set,14,74813,1047382,170940.37,182156.51,17.39,Card
4018,07-06-2025,June,East,Rahul,Furniture,Cabinet,1,17585,17585,1311.13,5639.19,32.07,Net Banking
4019,31-10-2025,October,North,Kiran,Office Supplies,Notebook,13,76053,988689,16068.56,375856.87,38.02,Cash
4020,17-05-2026,May,East,Arjun,Electronics,Laptop,1,67657,67657,5211.88,8329.5,12.31,Cash
4021,17-08-2025,August,Central,Priya,Appliances,Washing Machine,8,46646,373168,38353.26,128241.32,34.37,UPI
4022,13-03-2026,March,South,Anjali,Furniture,Chair,1,2779,2779,264.11,708.21,25.48,UPI
4023,11-02-2026,February,West,Anjali,Office Supplies,Printer Paper,6,20385,122310,19138.8,33551.85,27.43,Net Banking
4024,06-05-2026,May,East,Rahul,Electronics,Keyboard,1,31840,31840,1605.22,5191.41,16.3,Net Banking
4025,20-04-2026,April,East,Priya,Office Supplies,Stapler,1,57474,57474,1216.57,18232.27,31.72,Net Banking
4026,20-04-2025,April,East,Meera,Electronics,Keyboard,13,67771,881023,145837.73,87644.78,9.95,Card
4027,25-07-2025,July,North,Rohit,Appliances,Air Conditioner,14,74500,1043000,24081.55,227140.59,21.78,Net Banking
4028,10-12-2025,December,Central,Anjali,Electronics,Mouse,8,6188,49504,4638.5,4869.82,9.84,UPI
4029,17-12-2025,December,North,Arjun,Electronics,Keyboard,11,60598,666578,4788.31,196640.01,29.5,Cash
4030,22-01-2025,January,West,Rahul,Appliances,Refrigerator,11,58807,646877,65464.3,218424.42,33.77,Cash
4031,09-07-2025,July,East,Sneha,Furniture,Cabinet,4,70481,281924,10715.4,60578.9,21.49,Card
4032,26-01-2025,January,North,Rohit,Furniture,Table,13,48988,636844,96254.17,173833.51,27.3,Card
4033,23-02-2025,February,Central,Vikram,Electronics,Mouse,15,34141,512115,73302.14,92791.71,18.12,UPI
4034,25-05-2025,May,East,Kiran,Appliances,Mixer,3,23591,70773,11288.45,7727.52,10.92,UPI
4035,16-04-2026,April,Central,Priya,Electronics,Laptop,1,31481,31481,5019.14,5298.88,16.83,Cash
4036,02-09-2025,September,East,Neha,Appliances,Microwave,1,60914,60914,6245.89,15506.1,25.46,Cash
4037,22-04-2026,April,West,Anjali,Appliances,Refrigerator,13,14759,191867,34641.53,10858.93,5.66,UPI
4038,26-10-2025,October,South,Rohit,Office Supplies,Notebook,6,29635,177810,27163.95,6483.54,3.65,Net Banking
4039,02-02-2026,February,West,Anjali,Furniture,Chair,10,44036,440360,7767.56,75799.02,17.21,UPI
4040,21-05-2025,May,West,Sneha,Furniture,Desk,7,58934,412538,11536.59,136735.97,33.15,UPI
4041,01-03-2025,March,East,Neha,Office Supplies,Notebook,9,31466,283194,37718.8,17945.22,6.34,UPI
4042,13-02-2025,February,West,Meera,Appliances,Washing Machine,9,28106,252954,15272.25,51942.12,20.53,Card
4043,07-03-2026,March,West,Arjun,Furniture,Cabinet,3,76054,228162,37643.64,46108.62,20.21,Card
4044,13-05-2025,May,East,Rohit,Furniture,Bookshelf,13,78283,1017679,141995,135876.07,13.35,UPI
4045,20-01-2025,January,Central,Rohit,Electronics,Monitor,4,57291,229164,7725.44,46637.55,20.35,Cash
4046,27-04-2026,April,West,Meera,Appliances,Air Conditioner,11,35460,390060,20385.7,114748.29,29.42,UPI
4047,21-01-2025,January,South,Arjun,Office Supplies,Notebook,12,20849,250188,36162.35,55780.1,22.3,Card
4048,05-03-2026,March,East,Vikram,Appliances,Washing Machine,5,28437,142185,20211.46,27742.82,19.51,Net Banking
4049,31-08-2025,August,Central,Kiran,Furniture,Table,1,57569,57569,8002.03,3725.94,6.47,Cash
4050,15-12-2025,December,East,Neha,Appliances,Refrigerator,3,41204,123612,14307.55,28668.73,23.19,Card
4051,25-01-2026,January,West,Kiran,Electronics,Monitor,13,30823,400699,58549.38,70392.55,17.57,Card
4052,26-03-2025,March,Central,Vikram,Office Supplies,Envelope,1,5138,5138,420.35,1270.67,24.73,Cash
4053,15-07-2025,July,Central,Neha,Furniture,Desk,3,15775,47325,570.8,18963.54,40.07,Net Banking
4054,18-03-2026,March,East,Rahul,Office Supplies,Stapler,1,50847,50847,4160.88,11136.58,21.9,Net Banking
4055,20-02-2026,February,East,Rahul,Appliances,Air Conditioner,8,21400,171200,21599.73,37071.69,21.65,Net Banking
4056,26-12-2025,December,West,Kiran,Appliances,Air Conditioner,12,72510,870120,125192.47,143479.9,16.49,Net Banking
4057,23-11-2025,November,South,Meera,Appliances,Air Conditioner,5,1342,6710,921.73,470.01,7,Card
4058,08-06-2026,June,Central,Kiran,Office Supplies,Notebook,1,2949,2949,230.63,536.17,18.18,Net Banking
4059,05-02-2025,February,West,Sneha,Office Supplies,Marker,14,64137,897918,141908.56,178197.69,19.85,Card
4060,21-03-2025,March,West,Kiran,Furniture,Table,14,39236,549304,59300.54,81457.99,14.83,Card
4061,02-03-2025,March,Central,Meera,Office Supplies,Printer Paper,6,60696,364176,25906.75,119107.47,32.71,Net Banking
4062,12-03-2026,March,West,Meera,Electronics,Laptop,14,51048,714672,133387.53,49141.87,6.88,Card
4063,02-05-2026,May,Central,Rahul,Office Supplies,Notebook,9,75780,682020,73716.04,216178.46,31.7,UPI
4064,16-03-2026,March,North,Neha,Electronics,Monitor,4,29995,119980,23080.93,18848.5,15.71,Cash
4065,27-08-2025,August,East,Anjali,Appliances,Washing Machine,10,35286,352860,10507.5,105694.74,29.95,Card
4066,15-08-2025,August,West,Vikram,Office Supplies,Pen Set,10,55281,552810,53366.33,160929.97,29.11,Net Banking
4067,10-04-2026,April,West,Rohit,Appliances,Air Conditioner,11,73099,804089,51003.17,224253.17,27.89,Card
4068,05-11-2025,November,North,Meera,Electronics,Phone,3,51768,155304,22635.2,41864.51,26.96,Net Banking
4069,07-01-2025,January,South,Kiran,Office Supplies,Marker,8,52523,420184,48448.62,104436.89,24.86,Net Banking
4070,07-06-2025,June,South,Priya,Office Supplies,Envelope,8,77092,616736,28376.07,194702.19,31.57,Cash
4071,19-05-2026,May,South,Kiran,Furniture,Chair,9,49321,443889,30038.03,73314.41,16.52,Card
4072,20-06-2026,June,South,Rohit,Appliances,Refrigerator,15,29715,445725,60434.91,108632.18,24.37,UPI
4073,23-03-2025,March,East,Neha,Electronics,Mouse,3,12182,36546,4540.43,10156.01,27.79,Card
4074,24-01-2026,January,West,Rahul,Electronics,Phone,11,77758,855338,114256.73,191014.65,22.33,Card
4075,15-06-2026,June,West,Sneha,Furniture,Cabinet,4,26556,106224,21126.89,21469.17,20.21,Cash
4076,26-12-2025,December,South,Arjun,Office Supplies,Stapler,11,27911,307021,9408.01,94692.49,30.84,Card
4077,23-03-2026,March,North,Sneha,Appliances,Microwave,7,12870,90090,15500.88,737.2,0.82,Card
4078,16-06-2026,June,East,Rohit,Electronics,Keyboard,13,78990,1026870,88748.44,351008.34,34.18,Net Banking
4079,20-01-2026,January,North,Priya,Appliances,Air Conditioner,10,40209,402090,58268.56,40972.78,10.19,Net Banking
4080,23-06-2025,June,Central,Meera,Furniture,Sofa,5,13157,65785,8991.33,3662.06,5.57,Card
4081,23-04-2026,April,Central,Kiran,Furniture,Sofa,9,41771,375939,24890.28,116419.66,30.97,Net Banking
4082,12-05-2026,May,West,Meera,Appliances,Air Conditioner,3,54715,164145,10807.55,34248.62,20.86,UPI
4083,23-02-2025,February,West,Anjali,Appliances,Air Conditioner,4,45601,182404,36114.47,44223.77,24.24,Card
4084,24-06-2025,June,East,Anjali,Furniture,Bookshelf,11,19247,211717,15611.66,52309.12,24.71,Net Banking
4085,12-06-2026,June,South,Arjun,Furniture,Chair,11,14386,158246,22362.59,35492.86,22.43,UPI
4086,09-10-2025,October,East,Anjali,Appliances,Washing Machine,2,71566,143132,16344.84,33530.6,23.43,Cash
4087,31-10-2025,October,Central,Rohit,Appliances,Air Conditioner,14,58741,822374,62760.61,87377.39,10.63,Cash
4088,05-04-2025,April,Central,Vikram,Appliances,Refrigerator,4,23241,92964,13178.03,8354.76,8.99,Card
4089,29-05-2026,May,North,Sneha,Appliances,Microwave,15,71451,1071765,172601.56,274034.91,25.57,UPI
4090,27-04-2026,April,East,Neha,Appliances,Air Conditioner,4,48791,195164,12521.74,26023.16,13.33,Net Banking
4091,17-08-2025,August,West,Rahul,Office Supplies,Stapler,4,61851,247404,38474.22,15892.75,6.42,Net Banking
4092,13-08-2025,August,East,Rahul,Office Supplies,Printer Paper,4,54963,219852,28743.32,29479.42,13.41,Card
4093,29-04-2025,April,North,Rohit,Furniture,Sofa,5,51576,257880,25859.18,39561.46,15.34,Cash
4094,14-04-2026,April,North,Anjali,Electronics,Laptop,14,77393,1083502,122116.34,352020.62,32.49,Card
4095,20-04-2026,April,West,Arjun,Appliances,Microwave,6,74889,449334,66672.34,29399.73,6.54,Net Banking
4096,26-09-2025,September,Central,Vikram,Electronics,Keyboard,3,29215,87645,1420.97,24696.34,28.18,Net Banking
4097,03-06-2026,June,West,Meera,Electronics,Mouse,12,15346,184152,11883.13,67742.32,36.79,Card
4098,26-03-2026,March,North,Neha,Furniture,Table,8,55577,444616,86969.31,7206.1,1.62,Net Banking
4099,22-03-2025,March,North,Neha,Electronics,Tablet,8,44108,352864,11535.87,132779.74,37.63,UPI
4100,03-06-2026,June,South,Neha,Electronics,Phone,4,77652,310608,7501.69,104760.91,33.73,Card
4101,17-12-2025,December,South,Rohit,Office Supplies,Marker,1,62979,62979,4147.07,9894.43,15.71,Net Banking
4102,10-06-2026,June,South,Priya,Appliances,Refrigerator,13,60261,783393,95644.12,105462.3,13.46,UPI
4103,19-09-2025,September,North,Rohit,Furniture,Table,11,27387,301257,46870.87,80761.45,26.81,Cash
4104,23-09-2025,September,West,Rohit,Appliances,Air Conditioner,10,5292,52920,4547.97,13428.21,25.37,Card
4105,13-01-2026,January,West,Meera,Appliances,Microwave,8,9994,79952,9229.81,10865.36,13.59,Cash
4106,10-10-2025,October,East,Rahul,Office Supplies,Pen Set,3,24070,72210,4705.33,12892.78,17.85,UPI
4107,25-12-2025,December,South,Priya,Furniture,Cabinet,12,21898,262776,29353.36,44170.72,16.81,Card
4108,22-01-2026,January,Central,Arjun,Electronics,Monitor,15,8142,122130,4618.06,29642.54,24.27,Card
4109,04-01-2026,January,Central,Rohit,Furniture,Chair,15,68994,1034910,91934.61,126651.7,12.24,UPI
4110,08-08-2025,August,North,Anjali,Office Supplies,Marker,9,18369,165321,18660.29,21412.64,12.95,Card
4111,23-06-2025,June,Central,Vikram,Appliances,Microwave,4,66193,264772,19435.24,67569.39,25.52,Net Banking
4112,03-04-2025,April,East,Priya,Furniture,Cabinet,13,74540,969020,89956.43,213799.85,22.06,Cash
4113,19-05-2025,May,West,Meera,Furniture,Bookshelf,15,10071,151065,21224.9,21183.32,14.02,UPI
4114,26-04-2026,April,West,Meera,Office Supplies,Pen Set,2,76692,153384,27901.5,24575.23,16.02,Card
4115,07-05-2025,May,East,Rahul,Appliances,Air Conditioner,14,11466,160524,902.68,60202,37.5,Cash
4116,16-06-2025,June,Central,Sneha,Furniture,Desk,11,41397,455367,83821.3,54653.1,12,UPI
4117,03-09-2025,September,North,Neha,Office Supplies,Notebook,3,66481,199443,3213.31,85009.18,42.62,UPI
4118,20-04-2026,April,Central,Priya,Appliances,Refrigerator,9,62628,563652,85943.35,133649.35,23.71,Net Banking
4119,01-03-2026,March,East,Vikram,Appliances,Microwave,11,23758,261338,26834.74,42209.79,16.15,Net Banking
4120,25-05-2026,May,East,Priya,Appliances,Washing Machine,9,6812,61308,10859.87,11010.69,17.96,UPI
4121,04-01-2025,January,West,Arjun,Furniture,Cabinet,11,29151,320661,44302.96,67575.62,21.07,UPI
4122,16-01-2026,January,South,Rahul,Electronics,Mouse,8,62620,500960,70088.48,94070.74,18.78,Net Banking
4123,17-04-2026,April,South,Vikram,Appliances,Air Conditioner,15,10021,150315,20346.26,18805.78,12.51,Cash
4124,05-05-2026,May,West,Arjun,Electronics,Mouse,10,8820,88200,10473.59,9431.98,10.69,Cash
4125,03-04-2026,April,West,Anjali,Electronics,Phone,6,8781,52686,2701.91,20906.12,39.68,UPI
4126,18-05-2025,May,North,Kiran,Furniture,Table,8,34511,276088,38449.17,61599.79,22.31,Net Banking
4127,12-09-2025,September,East,Priya,Appliances,Air Conditioner,14,16614,232596,32796.52,24496.44,10.53,UPI
4128,10-02-2025,February,South,Kiran,Office Supplies,Pen Set,8,17599,140792,11067.75,19537.16,13.88,UPI
4129,22-06-2026,June,West,Neha,Electronics,Keyboard,15,79544,1193160,58866.99,237629.69,19.92,Net Banking
4130,02-04-2025,April,Central,Kiran,Office Supplies,Envelope,5,74994,374970,23081.54,133772.95,35.68,Cash
4131,18-10-2025,October,West,Meera,Appliances,Refrigerator,4,57409,229636,18924.18,48393.16,21.07,UPI
4132,30-07-2025,July,West,Kiran,Office Supplies,Notebook,12,54646,655752,59753.14,124088.15,18.92,Net Banking
4133,29-05-2025,May,South,Arjun,Appliances,Microwave,1,688,688,49.89,252.48,36.7,Card
4134,05-04-2025,April,West,Sneha,Electronics,Monitor,1,52501,52501,2154.58,19081.95,36.35,Net Banking
4135,12-03-2025,March,South,Arjun,Appliances,Microwave,13,56018,728234,72331.67,242976.83,33.37,UPI
4136,13-03-2025,March,West,Anjali,Electronics,Mouse,10,66043,660430,32334.61,164005.97,24.83,Net Banking
4137,23-02-2025,February,Central,Rohit,Office Supplies,Stapler,1,25783,25783,2325.68,4836.13,18.76,Cash
4138,08-08-2025,August,North,Rahul,Appliances,Refrigerator,15,63747,956205,72130.85,198526.94,20.76,Card
4139,08-04-2025,April,North,Neha,Appliances,Washing Machine,11,1602,17622,2878.75,4611.4,26.17,Net Banking
4140,25-07-2025,July,Central,Rohit,Appliances,Refrigerator,2,59621,119242,11405.95,14429.8,12.1,Cash
4141,10-05-2025,May,South,Anjali,Furniture,Desk,15,78976,1184640,235637.97,229238.83,19.35,Card
4142,26-04-2025,April,West,Priya,Office Supplies,Pen Set,9,50150,451350,54801.71,133969.98,29.68,UPI
4143,22-01-2025,January,North,Priya,Office Supplies,Notebook,2,36871,73742,5768.49,23812.26,32.29,Card
4144,02-06-2026,June,North,Rohit,Furniture,Bookshelf,14,28619,400666,39677.25,79957.36,19.96,Cash
4145,02-03-2025,March,South,Anjali,Electronics,Mouse,6,78255,469530,63729.75,55334.45,11.79,Card
4146,27-06-2025,June,Central,Sneha,Appliances,Mixer,10,46647,466470,30807.9,102406.05,21.95,Card
4147,23-03-2025,March,Central,Vikram,Office Supplies,Marker,7,24591,172137,17407.1,45454.02,26.41,Card
4148,21-05-2026,May,North,Anjali,Appliances,Refrigerator,2,10759,21518,893.39,8643.72,40.17,Card
4149,08-06-2026,June,South,Anjali,Office Supplies,Marker,2,73907,147814,4345.12,62039.6,41.97,Card
4150,04-02-2026,February,South,Meera,Office Supplies,Envelope,4,74656,298624,19353.47,93869.99,31.43,Net Banking
4151,30-08-2025,August,West,Priya,Furniture,Cabinet,9,9664,86976,4313.94,23910.56,27.49,Cash
4152,19-06-2026,June,Central,Sneha,Appliances,Washing Machine,5,71626,358130,38367.83,51481.87,14.38,Cash
4153,17-03-2025,March,South,Sneha,Office Supplies,Notebook,14,70212,982968,158965.5,79919.36,8.13,Net Banking
4154,14-05-2025,May,Central,Arjun,Appliances,Refrigerator,5,40411,202055,18082.53,44726.17,22.14,UPI
4155,11-03-2025,March,South,Rahul,Furniture,Bookshelf,8,78844,630752,119648.03,66263.25,10.51,Card
4156,06-09-2025,September,West,Neha,Office Supplies,Stapler,10,15940,159400,1243.05,55563.7,34.86,UPI
4157,18-02-2025,February,Central,Neha,Furniture,Desk,12,66685,800220,51842.98,170349.28,21.29,Net Banking
4158,31-01-2025,January,Central,Kiran,Appliances,Microwave,5,46116,230580,27972.49,56466,24.49,Net Banking
4159,06-02-2026,February,North,Rohit,Furniture,Sofa,4,28663,114652,8431.5,32448.64,28.3,Cash
4160,22-07-2025,July,North,Kiran,Furniture,Chair,15,57350,860250,59106.56,320400.24,37.25,Card
4161,29-08-2025,August,South,Vikram,Electronics,Phone,15,11813,177195,12124.77,59892.05,33.8,Cash
4162,24-09-2025,September,West,Sneha,Appliances,Washing Machine,3,61236,183708,16162.97,35340.72,19.24,Cash
4163,19-03-2025,March,North,Rahul,Electronics,Keyboard,8,2190,17520,2220.28,5405.74,30.85,Card
4164,03-04-2025,April,West,Kiran,Electronics,Tablet,5,64263,321315,7856.79,93746.6,29.18,Card
4165,05-02-2026,February,South,Meera,Furniture,Sofa,9,68195,613755,98851.34,28546.06,4.65,Card
4166,15-01-2026,January,East,Priya,Electronics,Mouse,4,35196,140784,19808.59,27525.19,19.55,Cash
4167,19-05-2026,May,South,Anjali,Office Supplies,Envelope,6,69448,416688,21792.27,164884.04,39.57,Net Banking
4168,22-10-2025,October,West,Priya,Electronics,Tablet,12,27822,333864,2187.79,76885.71,23.03,Net Banking
4169,28-08-2025,August,South,Rohit,Appliances,Refrigerator,6,75377,452262,64995.56,24414.47,5.4,Net Banking
4170,01-04-2025,April,East,Priya,Office Supplies,Notebook,9,44849,403641,34499.7,80345.9,19.91,Card
4171,23-04-2026,April,East,Priya,Appliances,Microwave,7,73093,511651,49637.79,178494.92,34.89,Cash
4172,06-02-2026,February,Central,Rahul,Office Supplies,Printer Paper,3,35817,107451,15823.48,31813.72,29.61,Card
4173,10-11-2025,November,West,Vikram,Electronics,Mouse,10,1604,16040,1095.98,2947.72,18.38,Net Banking
4174,20-07-2025,July,South,Priya,Furniture,Chair,7,20883,146181,19499.72,29194.28,19.97,UPI
4175,12-08-2025,August,South,Sneha,Electronics,Mouse,13,35230,457990,1717.93,166918.69,36.45,Cash
4176,18-03-2025,March,South,Anjali,Appliances,Air Conditioner,12,46063,552756,70697.78,153639.71,27.8,Card
4177,27-03-2026,March,East,Meera,Electronics,Keyboard,3,7842,23526,270.88,6186.44,26.3,Card
4178,03-03-2026,March,West,Rohit,Furniture,Cabinet,7,47569,332983,44292.21,100873.77,30.29,Net Banking
4179,30-03-2025,March,Central,Vikram,Furniture,Table,13,67131,872703,109236.01,124361.9,14.25,Card
4180,14-03-2025,March,East,Rahul,Furniture,Chair,1,47539,47539,6910.05,11454.05,24.09,Cash
4181,14-04-2025,April,North,Vikram,Furniture,Bookshelf,9,30952,278568,23118.9,51257.32,18.4,Card
4182,16-08-2025,August,East,Meera,Furniture,Chair,11,67747,745217,35555.88,146860.74,19.71,Card
4183,22-05-2026,May,Central,Anjali,Office Supplies,Notebook,10,25314,253140,1154.78,83609.83,33.03,Card
4184,18-12-2025,December,East,Rohit,Electronics,Mouse,10,16625,166250,22624.01,20135.18,12.11,Net Banking
4185,13-08-2025,August,North,Neha,Office Supplies,Envelope,4,28301,113204,6969.2,30321.56,26.78,Cash
4186,04-12-2025,December,West,Priya,Appliances,Washing Machine,15,46192,692880,67990.36,159254.94,22.98,Card
4187,22-06-2025,June,South,Meera,Electronics,Keyboard,9,27804,250236,5689.29,71824.21,28.7,Net Banking
4188,28-05-2026,May,West,Vikram,Electronics,Mouse,3,68696,206088,19338.56,42621.06,20.68,Cash
4189,12-06-2026,June,South,Sneha,Appliances,Washing Machine,15,45624,684360,68774.01,63451.51,9.27,Card
4190,28-02-2026,February,West,Rahul,Appliances,Refrigerator,11,31897,350867,45729.25,109921.16,31.33,UPI
4191,04-08-2025,August,North,Rohit,Office Supplies,Notebook,15,21345,320175,42508,83769.19,26.16,Cash
4192,13-06-2026,June,South,Sneha,Furniture,Bookshelf,8,33891,271128,46377.15,36746.39,13.55,Card
4193,10-06-2026,June,East,Anjali,Electronics,Monitor,9,22486,202374,17792.56,69786.67,34.48,Net Banking
4194,04-03-2025,March,South,Kiran,Electronics,Keyboard,11,2557,28127,4999.1,3389.16,12.05,Card
4195,01-01-2025,January,East,Anjali,Electronics,Keyboard,8,34904,279232,28410.41,58401.99,20.92,Cash
4196,08-05-2025,May,East,Neha,Furniture,Table,13,54518,708734,42464.79,118703.38,16.75,Cash
4197,24-04-2025,April,Central,Kiran,Furniture,Sofa,12,69895,838740,8847.49,361390.46,43.09,Cash
4198,05-12-2025,December,North,Meera,Furniture,Cabinet,9,15743,141687,12639.99,16554.86,11.68,UPI
4199,09-11-2025,November,West,Vikram,Office Supplies,Printer Paper,12,9238,110856,11735.57,15672.92,14.14,Net Banking
4200,02-02-2025,February,North,Vikram,Electronics,Tablet,13,2579,33527,6702.94,6011.44,17.93,UPI
4201,16-06-2026,June,Central,Sneha,Electronics,Keyboard,7,69012,483084,83478.12,126284.65,26.14,Card
4202,15-01-2026,January,West,Priya,Office Supplies,Printer Paper,15,22695,340425,1092.44,79250.37,23.28,Cash
4203,13-12-2025,December,Central,Anjali,Furniture,Chair,1,39335,39335,7626.22,4275.6,10.87,Cash
4204,06-07-2025,July,West,Kiran,Furniture,Sofa,10,32088,320880,60275.8,27993.48,8.72,Net Banking
4205,05-01-2026,January,North,Vikram,Electronics,Phone,3,51258,153774,6032.36,58144.36,37.81,Cash
4206,24-02-2026,February,West,Vikram,Electronics,Keyboard,12,79835,958020,123223.7,78271.11,8.17,Net Banking
4207,16-01-2025,January,West,Priya,Electronics,Laptop,13,79781,1037153,18205.3,226938.63,21.88,Cash
4208,06-04-2025,April,West,Anjali,Appliances,Washing Machine,7,41057,287399,55730.55,-1150.35,-0.4,Cash
4209,05-06-2025,June,North,Neha,Electronics,Tablet,12,69232,830784,81821.43,179726.68,21.63,Net Banking
4210,06-02-2026,February,Central,Arjun,Appliances,Air Conditioner,1,43472,43472,4106.87,5475.99,12.6,Net Banking
4211,10-01-2026,January,West,Rahul,Electronics,Mouse,11,3977,43747,2235.2,14127.3,32.29,Net Banking
4212,07-12-2025,December,North,Rahul,Electronics,Keyboard,15,29091,436365,24293,139320.72,31.93,Cash
4213,18-07-2025,July,Central,Meera,Office Supplies,Marker,6,32279,193674,27347.09,49528.85,25.57,UPI
4214,23-12-2025,December,South,Anjali,Electronics,Phone,15,67956,1019340,70781.93,204855.28,20.1,Cash
4215,04-03-2026,March,East,Rahul,Office Supplies,Printer Paper,5,53140,265700,48004.5,18557.96,6.98,UPI
4216,13-01-2026,January,East,Rohit,Office Supplies,Marker,11,36950,406450,42256.62,31830.95,7.83,Card
4217,06-05-2025,May,East,Rohit,Electronics,Keyboard,12,58649,703788,7467.45,234814.14,33.36,Cash
4218,18-02-2026,February,West,Rahul,Office Supplies,Printer Paper,13,29884,388492,39055.53,131821.61,33.93,Card
